"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check","id.1","wides","legbyes","noballs","byes","odi_no.1","check.1","id.2","batsman.1","extras","total","odi_no.2","check.2","id.3","fielders","kind","player_out","odi_no.3","check.3","X","X.1","X.2"
"32801","48349","11.3","1186",236,525,2,"Pakistan",48355,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48355,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32802","48350","11.4","1186",236,525,2,"Pakistan",48356,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48356,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32803","48351","11.5","1186",236,525,2,"Pakistan",48357,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48357,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32804","48352","11.6","1186",236,525,2,"Pakistan",48358,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48358,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32805","48353","12.1","1186",557,525,2,"Pakistan",48359,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48359,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32806","48354","12.2","1186",557,525,2,"Pakistan",48360,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48360,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32807","48355","12.3","1186",557,525,2,"Pakistan",48361,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48361,2,0,2,3515,0,NA,NA,"","","","",NA,NA,NA
"32808","48356","12.4","1186",557,525,2,"Pakistan",48362,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48362,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32809","48357","12.5","1186",557,525,2,"Pakistan",48363,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48363,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32810","48358","12.6","1186",557,525,2,"Pakistan",48364,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48364,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32817","48365","14.1","1186",557,525,2,"Pakistan",48371,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48371,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32818","48366","14.2","1186",557,525,2,"Pakistan",48372,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48372,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32819","48367","14.3","1186",557,525,2,"Pakistan",48373,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48373,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32824","48372","15.2","1186",1509,525,2,"Pakistan",48378,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48378,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32827","48375","15.5","1186",1509,525,2,"Pakistan",48381,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48381,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32828","48376","15.6","1186",1509,525,2,"Pakistan",48382,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48382,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32830","48378","16.2","1186",557,525,2,"Pakistan",48384,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48384,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32832","48380","16.4","1186",557,525,2,"Pakistan",48386,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48386,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32833","48381","16.5","1186",557,525,2,"Pakistan",48387,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48387,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32838","48386","17.4","1186",1509,525,2,"Pakistan",48392,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48392,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32839","48387","17.5","1186",1509,525,2,"Pakistan",48393,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48393,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32840","48388","17.6","1186",1509,525,2,"Pakistan",48394,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48394,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32841","48389","18.1","1186",557,525,2,"Pakistan",48395,-1,1245,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48395,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"33282","48830","1.1","1186",1532,525,2,"Pakistan",48836,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48836,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33283","48831","1.2","1186",1532,525,2,"Pakistan",48837,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48837,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33284","48832","1.3","1186",1532,525,2,"Pakistan",48838,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48838,3,0,3,3512,0,NA,NA,"","","","",NA,NA,NA
"33286","48834","1.5","1186",1532,525,2,"Pakistan",48840,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48840,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33287","48835","1.6","1186",1532,525,2,"Pakistan",48841,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48841,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33294","48842","3.1","1186",1532,525,2,"Pakistan",48848,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48848,2,0,2,3512,0,NA,NA,"","","","",NA,NA,NA
"33295","48843","3.2","1186",1532,525,2,"Pakistan",48849,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48849,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33296","48844","3.3","1186",1532,525,2,"Pakistan",48850,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48850,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33297","48845","3.4","1186",1532,525,2,"Pakistan",48851,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48851,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33298","48846","3.5","1186",1532,525,2,"Pakistan",48852,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48852,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33299","48847","3.6","1186",1532,525,2,"Pakistan",48853,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48853,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33305","48853","4.6","1186",1551,525,2,"Pakistan",48859,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48859,4,0,4,3512,0,NA,NA,"","","","",NA,NA,NA
"33312","48860","6.1","1186",1551,525,2,"Pakistan",48866,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48866,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33313","48861","6.2","1186",1551,525,2,"Pakistan",48867,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48867,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33314","48862","6.3","1186",1551,525,2,"Pakistan",48868,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48868,1,0,1,3512,0,NA,NA,"","","","",NA,NA,NA
"33316","48864","6.5","1186",1551,525,2,"Pakistan",48870,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48870,1,0,1,3512,0,NA,NA,"","","","",NA,NA,NA
"33318","48866","7.1","1186",1532,525,2,"Pakistan",48872,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48872,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33319","48867","7.2","1186",1532,525,2,"Pakistan",48873,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48873,4,0,4,3512,0,NA,NA,"","","","",NA,NA,NA
"33320","48868","7.3","1186",1532,525,2,"Pakistan",48874,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48874,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33321","48869","7.4","1186",1532,525,2,"Pakistan",48875,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48875,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"33322","48870","7.5","1186",1532,525,2,"Pakistan",48876,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48876,4,0,4,3512,0,NA,NA,"","","","",NA,NA,NA
"33323","48871","7.6","1186",1532,525,2,"Pakistan",48877,-1,-1,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48877,2,0,2,3512,0,NA,NA,"","","","",NA,NA,NA
"33325","48873","8.2","1186",1551,525,2,"Pakistan",48879,-1,1261,3512,"none",0,NA,NA,NA,NA,NA,NA,NA,48879,0,0,0,3512,0,NA,NA,"","","","",NA,NA,NA
"35453","51001","12.5","1186",588,1289,2,"Pakistan",51007,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51007,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35454","51002","12.6","1186",588,1289,2,"Pakistan",51008,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51008,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35458","51006","13.4","1186",747,1289,2,"Pakistan",51012,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51012,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35459","51007","13.5","1186",747,1289,2,"Pakistan",51013,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51013,2,0,2,3570,0,NA,NA,"","","","",NA,NA,NA
"35460","51008","13.6","1186",747,1289,2,"Pakistan",51014,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51014,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35462","51010","14.2","1186",588,1289,2,"Pakistan",51016,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51016,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35463","51011","14.3","1186",588,1289,2,"Pakistan",51017,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51017,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35464","51012","14.4","1186",588,1289,2,"Pakistan",51018,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51018,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35465","51013","14.5","1186",588,1289,2,"Pakistan",51019,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51019,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35466","51014","14.6","1186",588,1289,2,"Pakistan",51020,-1,-1,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51020,1,0,1,3570,0,NA,NA,"","","","",NA,NA,NA
"35467","51015","15.1","1186",1044,1289,2,"Pakistan",51021,-1,1329,3570,"none",0,NA,NA,NA,NA,NA,NA,NA,51021,0,0,0,3570,0,NA,NA,"","","","",NA,NA,NA
"35681","51229","0.1","1186",1588,525,1,"Pakistan",51235,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51235,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35682","51230","0.2","1186",1588,525,1,"Pakistan",51236,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51236,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35683","51231","0.3","1186",1588,525,1,"Pakistan",51237,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51237,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35684","51232","0.4","1186",1588,525,1,"Pakistan",51238,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51238,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35685","51233","0.5","1186",1588,525,1,"Pakistan",51239,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51239,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35686","51234","0.6","1186",1588,525,1,"Pakistan",51240,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51240,4,0,4,3568,0,NA,NA,"","","","",NA,NA,NA
"35688","51236","1.2","1186",747,525,1,"Pakistan",51242,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51242,2,0,2,3568,0,NA,NA,"","","","",NA,NA,NA
"35689","51237","1.3","1186",747,525,1,"Pakistan",51243,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51243,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35690","51238","1.4","1186",747,525,1,"Pakistan",51244,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51244,2,0,2,3568,0,NA,NA,"","","","",NA,NA,NA
"35691","51239","1.5","1186",747,525,1,"Pakistan",51245,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51245,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35692","51240","1.6","1186",747,525,1,"Pakistan",51246,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51246,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35696","51244","2.4","1186",1588,525,1,"Pakistan",51250,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51250,1,0,1,3568,0,NA,NA,"","","","",NA,NA,NA
"35705","51253","4.1","1186",1588,525,1,"Pakistan",51259,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51259,4,0,4,3568,0,NA,NA,"","","","",NA,NA,NA
"35706","51254","4.2","1186",1588,525,1,"Pakistan",51260,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51260,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35707","51255","4.3","1186",1588,525,1,"Pakistan",51261,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51261,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35708","51256","4.4","1186",1588,525,1,"Pakistan",51262,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51262,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35709","51257","4.5","1186",1588,525,1,"Pakistan",51263,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51263,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35710","51258","4.6","1186",1588,525,1,"Pakistan",51264,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51264,2,0,2,3568,0,NA,NA,"","","","",NA,NA,NA
"35714","51262","5.4","1186",747,525,1,"Pakistan",51268,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51268,4,0,4,3568,0,NA,NA,"","","","",NA,NA,NA
"35715","51263","5.5","1186",747,525,1,"Pakistan",51269,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51269,4,0,4,3568,0,NA,NA,"","","","",NA,NA,NA
"35716","51264","5.6","1186",747,525,1,"Pakistan",51270,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51270,4,0,4,3568,0,NA,NA,"","","","",NA,NA,NA
"35723","51271","7.1","1186",588,525,1,"Pakistan",51277,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51277,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35724","51272","7.2","1186",588,525,1,"Pakistan",51278,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51278,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35725","51273","7.3","1186",588,525,1,"Pakistan",51279,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51279,6,0,6,3568,0,NA,NA,"","","","",NA,NA,NA
"35726","51274","7.4","1186",588,525,1,"Pakistan",51280,-1,-1,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51280,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"35727","51275","7.5","1186",588,525,1,"Pakistan",51281,-1,1335,3568,"none",0,NA,NA,NA,NA,NA,NA,NA,51281,0,0,0,3568,0,NA,NA,"","","","",NA,NA,NA
"36229","51777","0.1","1186",1588,525,1,"Pakistan",51783,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51783,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36235","51783","1.1","1186",747,1289,1,"Pakistan",51789,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51789,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36244","51792","2.1","1186",1588,733,1,"Pakistan",51798,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51798,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36245","51793","2.2","1186",1588,733,1,"Pakistan",51799,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51799,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36246","51794","2.3","1186",1588,733,1,"Pakistan",51800,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51800,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36247","51795","2.4","1186",1588,733,1,"Pakistan",51801,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51801,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36248","51796","2.5","1186",1588,733,1,"Pakistan",51802,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51802,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36249","51797","2.6","1186",1588,733,1,"Pakistan",51803,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51803,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
"36252","51800","3.3","1186",747,733,1,"Pakistan",51806,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51806,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36253","51801","3.4","1186",747,733,1,"Pakistan",51807,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51807,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36254","51802","3.5","1186",747,733,1,"Pakistan",51808,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51808,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36255","51803","3.6","1186",747,733,1,"Pakistan",51809,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51809,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
"36260","51808","4.5","1186",1588,745,1,"Pakistan",51814,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51814,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36261","51809","4.6","1186",1588,745,1,"Pakistan",51815,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51815,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36264","51812","5.3","1186",747,745,1,"Pakistan",51818,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51818,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
"36265","51813","5.4","1186",747,745,1,"Pakistan",51819,1847,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51819,0,1,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36266","51814","5.4","1186",747,745,1,"Pakistan",51820,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51820,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36269","51817","6.1","1186",1588,745,1,"Pakistan",51823,1848,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51823,0,1,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36271","51819","6.3","1186",1588,745,1,"Pakistan",51825,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51825,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
"36272","51820","6.4","1186",1588,745,1,"Pakistan",51826,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51826,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36273","51821","6.5","1186",1588,745,1,"Pakistan",51827,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51827,2,0,2,3566,0,NA,NA,"","","","",NA,NA,NA
"36274","51822","6.6","1186",1588,745,1,"Pakistan",51828,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51828,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36281","51829","8.1","1186",1588,745,1,"Pakistan",51835,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51835,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36282","51830","8.2","1186",1588,745,1,"Pakistan",51836,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51836,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36283","51831","8.3","1186",1588,745,1,"Pakistan",51837,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51837,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36288","51836","9.2","1186",1349,745,1,"Pakistan",51842,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51842,2,0,2,3566,0,NA,NA,"","","","",NA,NA,NA
"36289","51837","9.3","1186",1349,745,1,"Pakistan",51843,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51843,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36291","51839","9.5","1186",1349,745,1,"Pakistan",51845,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51845,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36292","51840","9.6","1186",1349,745,1,"Pakistan",51846,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51846,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36298","51846","10.6","1186",747,745,1,"Pakistan",51852,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51852,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36299","51847","11.1","1186",1044,745,1,"Pakistan",51853,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51853,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
"36300","51848","11.2","1186",1044,745,1,"Pakistan",51854,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51854,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36301","51849","11.3","1186",1044,745,1,"Pakistan",51855,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51855,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36302","51850","11.4","1186",1044,745,1,"Pakistan",51856,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51856,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36303","51851","11.5","1186",1044,745,1,"Pakistan",51857,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51857,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36310","51858","12.6","1186",747,745,1,"Pakistan",51864,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51864,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36313","51861","13.3","1186",1044,745,1,"Pakistan",51867,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51867,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36314","51862","13.4","1186",1044,745,1,"Pakistan",51868,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51868,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36315","51863","13.5","1186",1044,745,1,"Pakistan",51869,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51869,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36316","51864","13.6","1186",1044,745,1,"Pakistan",51870,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51870,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36321","51869","14.5","1186",1349,745,1,"Pakistan",51875,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51875,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36322","51870","14.6","1186",1349,745,1,"Pakistan",51876,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51876,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36323","51871","15.1","1186",1044,745,1,"Pakistan",51877,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51877,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36324","51872","15.2","1186",1044,745,1,"Pakistan",51878,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51878,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36325","51873","15.3","1186",1044,745,1,"Pakistan",51879,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51879,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36326","51874","15.4","1186",1044,745,1,"Pakistan",51880,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51880,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
"36327","51875","15.5","1186",1044,745,1,"Pakistan",51881,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51881,6,0,6,3566,0,NA,NA,"","","","",NA,NA,NA
"36328","51876","15.6","1186",1044,745,1,"Pakistan",51882,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51882,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36329","51877","16.1","1186",1349,745,1,"Pakistan",51883,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51883,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36330","51878","16.2","1186",1349,745,1,"Pakistan",51884,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51884,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36333","51881","16.5","1186",1349,745,1,"Pakistan",51887,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51887,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36334","51882","16.6","1186",1349,745,1,"Pakistan",51888,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51888,1,0,1,3566,0,NA,NA,"","","","",NA,NA,NA
"36335","51883","17.1","1186",923,745,1,"Pakistan",51889,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51889,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36336","51884","17.2","1186",923,745,1,"Pakistan",51890,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51890,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36337","51885","17.3","1186",923,745,1,"Pakistan",51891,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51891,0,0,0,3566,0,NA,NA,"","","","",NA,NA,NA
"36338","51886","17.4","1186",923,745,1,"Pakistan",51892,-1,-1,3566,"none",0,NA,NA,NA,NA,NA,NA,NA,51892,4,0,4,3566,0,NA,NA,"","","","",NA,NA,NA
