"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check"
"56727","73161","16.1","1186",723,1182,2,"Pakistan",73167,-1,-1,3479,"none",0
"56728","73162","16.2","1186",723,1182,2,"Pakistan",73168,-1,1927,3479,"none",0
"56729","73163","16.3","1186",723,735,2,"Pakistan",73169,-1,-1,3479,"none",0
"56730","73164","16.4","1186",723,735,2,"Pakistan",73170,-1,-1,3479,"none",0
"56731","73165","16.5","1186",723,735,2,"Pakistan",73171,-1,-1,3479,"none",0
"56733","73167","17.1","1186",240,735,2,"Pakistan",73173,-1,-1,3479,"none",0
"56734","73168","17.2","1186",240,735,2,"Pakistan",73174,-1,-1,3479,"none",0
"56735","73169","17.3","1186",240,735,2,"Pakistan",73175,-1,-1,3479,"none",0
"56736","73170","17.4","1186",240,735,2,"Pakistan",73176,-1,-1,3479,"none",0
"56737","73171","17.5","1186",240,735,2,"Pakistan",73177,-1,-1,3479,"none",0
"56739","73173","18.1","1186",723,735,2,"Pakistan",73179,-1,-1,3479,"none",0
"56745","73179","19.1","1186",240,735,2,"Pakistan",73185,-1,-1,3479,"none",0
"56747","73181","19.3","1186",240,735,2,"Pakistan",73187,-1,-1,3479,"none",0
"56748","73182","19.4","1186",240,735,2,"Pakistan",73188,-1,-1,3479,"none",0
"56749","73183","19.5","1186",240,735,2,"Pakistan",73189,-1,-1,3479,"none",0
"56755","73189","20.5","1186",723,735,2,"Pakistan",73195,-1,-1,3479,"none",0
"56756","73190","20.6","1186",723,735,2,"Pakistan",73196,-1,-1,3479,"none",0
"56759","73193","21.3","1186",543,735,2,"Pakistan",73199,-1,-1,3479,"none",0
"56760","73194","21.4","1186",543,735,2,"Pakistan",73200,-1,-1,3479,"none",0
"56761","73195","21.5","1186",543,735,2,"Pakistan",73201,-1,-1,3479,"none",0
"56763","73197","22.1","1186",723,735,2,"Pakistan",73203,2634,-1,3479,"none",0
"56765","73199","22.3","1186",723,1272,2,"Pakistan",73205,-1,-1,3479,"none",0
"56766","73200","22.4","1186",723,1272,2,"Pakistan",73206,-1,-1,3479,"none",0
"56767","73201","22.5","1186",723,1272,2,"Pakistan",73207,-1,-1,3479,"none",0
"56769","73203","23.1","1186",240,1272,2,"Pakistan",73209,-1,-1,3479,"none",0
"56772","73206","23.4","1186",240,1272,2,"Pakistan",73212,-1,-1,3479,"none",0
"56773","73207","23.5","1186",240,1272,2,"Pakistan",73213,-1,-1,3479,"none",0
"56774","73208","23.6","1186",240,1272,2,"Pakistan",73214,-1,-1,3479,"none",0
"56776","73210","24.2","1186",723,1272,2,"Pakistan",73216,-1,-1,3479,"none",0
"56777","73211","24.3","1186",723,1272,2,"Pakistan",73217,-1,-1,3479,"none",0
"56778","73212","24.4","1186",723,1272,2,"Pakistan",73218,-1,-1,3479,"none",0
"56782","73216","25.2","1186",543,1272,2,"Pakistan",73222,-1,-1,3479,"none",0
"56783","73217","25.3","1186",543,1272,2,"Pakistan",73223,-1,-1,3479,"none",0
"56784","73218","25.4","1186",543,1272,2,"Pakistan",73224,-1,-1,3479,"none",0
"56785","73219","25.5","1186",543,1272,2,"Pakistan",73225,-1,-1,3479,"none",0
"56786","73220","25.6","1186",543,1272,2,"Pakistan",73226,-1,-1,3479,"none",0
"56788","73222","26.2","1186",723,1272,2,"Pakistan",73228,-1,-1,3479,"none",0
"56793","73227","27.1","1186",543,1272,2,"Pakistan",73233,-1,-1,3479,"none",0
"56794","73228","27.2","1186",543,1272,2,"Pakistan",73234,-1,-1,3479,"none",0
"56795","73229","27.3","1186",543,1272,2,"Pakistan",73235,-1,-1,3479,"none",0
"56797","73231","27.5","1186",543,1272,2,"Pakistan",73237,-1,-1,3479,"none",0
"56799","73233","28.1","1186",240,1272,2,"Pakistan",73239,-1,-1,3479,"none",0
"56800","73234","28.2","1186",240,1272,2,"Pakistan",73240,-1,-1,3479,"none",0
"56805","73239","29.1","1186",543,1272,2,"Pakistan",73245,-1,-1,3479,"none",0
"56810","73244","29.6","1186",543,1272,2,"Pakistan",73250,-1,-1,3479,"none",0
"56812","73246","30.2","1186",1457,1272,2,"Pakistan",73252,-1,-1,3479,"none",0
"56813","73247","30.3","1186",1457,1272,2,"Pakistan",73253,-1,-1,3479,"none",0
"56817","73251","31.1","1186",776,1272,2,"Pakistan",73257,-1,-1,3479,"none",0
"56818","73252","31.2","1186",776,1272,2,"Pakistan",73258,-1,-1,3479,"none",0
"56819","73253","31.3","1186",776,1272,2,"Pakistan",73259,-1,-1,3479,"none",0
"56820","73254","31.4","1186",776,1272,2,"Pakistan",73260,-1,-1,3479,"none",0
"56821","73255","31.5","1186",776,1272,2,"Pakistan",73261,-1,-1,3479,"none",0
"56822","73256","31.6","1186",776,1272,2,"Pakistan",73262,-1,-1,3479,"none",0
"56823","73257","32.1","1186",1457,1272,2,"Pakistan",73263,-1,-1,3479,"none",0
"56824","73258","32.2","1186",1457,1272,2,"Pakistan",73264,-1,-1,3479,"none",0
"56825","73259","32.3","1186",1457,1272,2,"Pakistan",73265,-1,-1,3479,"none",0
"56826","73260","32.4","1186",1457,1272,2,"Pakistan",73266,-1,-1,3479,"none",0
"56829","73263","33.1","1186",776,1272,2,"Pakistan",73269,-1,-1,3479,"none",0
"56830","73264","33.2","1186",776,1272,2,"Pakistan",73270,-1,-1,3479,"none",0
"56831","73265","33.3","1186",776,1272,2,"Pakistan",73271,-1,-1,3479,"none",0
"56832","73266","33.4","1186",776,1272,2,"Pakistan",73272,-1,-1,3479,"none",0
"56834","73268","33.6","1186",776,1272,2,"Pakistan",73274,-1,-1,3479,"none",0
"56835","73269","34.1","1186",1457,1272,2,"Pakistan",73275,-1,-1,3479,"none",0
"56836","73270","34.2","1186",1457,1272,2,"Pakistan",73276,-1,-1,3479,"none",0
"56837","73271","34.3","1186",1457,1272,2,"Pakistan",73277,-1,-1,3479,"none",0
"56838","73272","34.4","1186",1457,1272,2,"Pakistan",73278,-1,-1,3479,"none",0
"56839","73273","34.5","1186",1457,1272,2,"Pakistan",73279,-1,-1,3479,"none",0
"56841","73275","35.1","1186",543,1272,2,"Pakistan",73281,-1,-1,3479,"none",0
"56842","73276","35.2","1186",543,1272,2,"Pakistan",73282,-1,-1,3479,"none",0
"56843","73277","35.3","1186",543,1272,2,"Pakistan",73283,-1,-1,3479,"none",0
"56844","73278","35.4","1186",543,1272,2,"Pakistan",73284,-1,-1,3479,"none",0
"56846","73280","35.6","1186",543,1272,2,"Pakistan",73286,-1,-1,3479,"none",0
"56847","73281","36.1","1186",776,1272,2,"Pakistan",73287,-1,-1,3479,"none",0
"56851","73285","36.5","1186",776,1272,2,"Pakistan",73291,-1,-1,3479,"none",0
"56852","73286","36.6","1186",776,1272,2,"Pakistan",73292,-1,-1,3479,"none",0
"56853","73287","37.1","1186",543,1272,2,"Pakistan",73293,-1,-1,3479,"none",0
"56859","73293","37.6","1186",543,1272,2,"Pakistan",73299,-1,-1,3479,"none",0
"56861","73295","38.2","1186",240,1272,2,"Pakistan",73301,-1,-1,3479,"none",0
"56862","73296","38.3","1186",240,1272,2,"Pakistan",73302,-1,-1,3479,"none",0
"56863","73297","38.4","1186",240,1272,2,"Pakistan",73303,-1,-1,3479,"none",0
"56864","73298","38.5","1186",240,1272,2,"Pakistan",73304,-1,-1,3479,"none",0
"56865","73299","38.6","1186",240,1272,2,"Pakistan",73305,-1,-1,3479,"none",0
"56866","73300","39.1","1186",776,1272,2,"Pakistan",73306,-1,-1,3479,"none",0
"56867","73301","39.2","1186",776,1272,2,"Pakistan",73307,-1,-1,3479,"none",0
"56868","73302","39.3","1186",776,1272,2,"Pakistan",73308,-1,-1,3479,"none",0
"56869","73303","39.4","1186",776,1272,2,"Pakistan",73309,-1,-1,3479,"none",0
"56870","73304","39.5","1186",776,1272,2,"Pakistan",73310,-1,-1,3479,"none",0
"56873","73307","40.2","1186",723,1272,2,"Pakistan",73313,-1,-1,3479,"none",0
"56874","73308","40.3","1186",723,1272,2,"Pakistan",73314,-1,-1,3479,"none",0
"56879","73313","41.1","1186",240,1272,2,"Pakistan",73319,-1,-1,3479,"none",0
"56880","73314","41.2","1186",240,1272,2,"Pakistan",73320,-1,-1,3479,"none",0
"56881","73315","41.3","1186",240,1272,2,"Pakistan",73321,-1,-1,3479,"none",0
"56882","73316","41.4","1186",240,1272,2,"Pakistan",73322,-1,-1,3479,"none",0
"56883","73317","41.5","1186",240,1272,2,"Pakistan",73323,-1,-1,3479,"none",0
"56884","73318","41.6","1186",240,1272,2,"Pakistan",73324,-1,-1,3479,"none",0
"56888","73322","42.4","1186",1457,1272,2,"Pakistan",73328,-1,-1,3479,"none",0
"56889","73323","42.5","1186",1457,1272,2,"Pakistan",73329,-1,-1,3479,"none",0
"56890","73324","42.6","1186",1457,1272,2,"Pakistan",73330,-1,-1,3479,"none",0
"56893","73327","43.3","1186",543,1272,2,"Pakistan",73333,-1,1929,3479,"none",0
"58208","74642","12.4","1186",1117,525,1,"Pakistan",74648,-1,-1,3475,"none",0
"58212","74646","13.2","1186",1051,525,1,"Pakistan",74652,-1,-1,3475,"none",0
"58213","74647","13.3","1186",1051,525,1,"Pakistan",74653,-1,-1,3475,"none",0
"58217","74651","14.1","1186",1117,525,1,"Pakistan",74657,-1,-1,3475,"none",0
"58222","74656","14.6","1186",1117,525,1,"Pakistan",74662,-1,-1,3475,"none",0
"58224","74658","15.2","1186",1051,525,1,"Pakistan",74664,-1,-1,3475,"none",0
"58225","74659","15.3","1186",1051,525,1,"Pakistan",74665,-1,-1,3475,"none",0
"58226","74660","15.4","1186",1051,525,1,"Pakistan",74666,-1,-1,3475,"none",0
"58227","74661","15.5","1186",1051,525,1,"Pakistan",74667,-1,-1,3475,"none",0
"58235","74669","17.1","1186",1051,525,1,"Pakistan",74675,-1,-1,3475,"none",0
"58240","74674","17.6","1186",1051,525,1,"Pakistan",74680,-1,-1,3475,"none",0
"58242","74676","18.2","1186",1117,525,1,"Pakistan",74682,-1,-1,3475,"none",0
"58245","74679","18.5","1186",1117,525,1,"Pakistan",74685,-1,-1,3475,"none",0
"58246","74680","18.6","1186",1117,525,1,"Pakistan",74686,-1,-1,3475,"none",0
"58250","74684","19.4","1186",1051,525,1,"Pakistan",74690,-1,-1,3475,"none",0
"58251","74685","19.5","1186",1051,525,1,"Pakistan",74691,-1,1968,3475,"none",0
"59681","76115","6.2","1186",1537,525,2,"Pakistan",76121,-1,-1,3473,"none",0
"59682","76116","6.3","1186",1537,525,2,"Pakistan",76122,-1,-1,3473,"none",0
"59683","76117","6.4","1186",1537,525,2,"Pakistan",76123,-1,-1,3473,"none",0
"59684","76118","6.5","1186",1537,525,2,"Pakistan",76124,-1,-1,3473,"none",0
"59685","76119","6.6","1186",1537,525,2,"Pakistan",76125,-1,-1,3473,"none",0
"59691","76125","7.6","1186",1550,525,2,"Pakistan",76131,-1,-1,3473,"none",0
"59697","76131","8.6","1186",1537,525,2,"Pakistan",76137,-1,-1,3473,"none",0
"59706","76140","10.2","1186",835,525,2,"Pakistan",76146,-1,-1,3473,"none",0
"59707","76141","10.3","1186",835,525,2,"Pakistan",76147,-1,-1,3473,"none",0
"59708","76142","10.4","1186",835,525,2,"Pakistan",76148,-1,-1,3473,"none",0
"59709","76143","10.5","1186",835,525,2,"Pakistan",76149,-1,-1,3473,"none",0
"59710","76144","10.6","1186",835,525,2,"Pakistan",76150,-1,-1,3473,"none",0
"59714","76148","11.4","1186",236,525,2,"Pakistan",76154,-1,-1,3473,"none",0
"59715","76149","11.5","1186",236,525,2,"Pakistan",76155,-1,-1,3473,"none",0
"59719","76153","12.2","1186",835,525,2,"Pakistan",76159,-1,-1,3473,"none",0
"59722","76156","12.5","1186",835,1272,2,"Pakistan",76162,-1,-1,3473,"none",0
"59723","76157","12.6","1186",835,1272,2,"Pakistan",76163,-1,-1,3473,"none",0
"59724","76158","13.1","1186",1551,1272,2,"Pakistan",76164,-1,-1,3473,"none",0
"59726","76160","13.3","1186",1551,1272,2,"Pakistan",76166,-1,2004,3473,"none",0
"65433","81867","0.6","1186",1431,525,1,"Pakistan",81873,-1,-1,3440,"none",0
"65441","81875","2.1","1186",1431,525,1,"Pakistan",81881,-1,-1,3440,"none",0
"65445","81879","2.5","1186",1431,525,1,"Pakistan",81885,-1,-1,3440,"none",0
"65446","81880","2.6","1186",1431,525,1,"Pakistan",81886,-1,-1,3440,"none",0
"65447","81881","3.1","1186",1438,525,1,"Pakistan",81887,-1,-1,3440,"none",0
"65458","81892","4.5","1186",1431,525,1,"Pakistan",81898,-1,-1,3440,"none",0
"65459","81893","4.6","1186",1431,525,1,"Pakistan",81899,-1,-1,3440,"none",0
"65462","81896","5.3","1186",1438,525,1,"Pakistan",81902,-1,-1,3440,"none",0
"65463","81897","5.4","1186",1438,525,1,"Pakistan",81903,-1,-1,3440,"none",0
"65464","81898","5.5","1186",1438,525,1,"Pakistan",81904,-1,-1,3440,"none",0
"65465","81899","5.6","1186",1438,525,1,"Pakistan",81905,-1,-1,3440,"none",0
"65466","81900","6.1","1186",1431,525,1,"Pakistan",81906,-1,-1,3440,"none",0
"65467","81901","6.2","1186",1431,525,1,"Pakistan",81907,-1,-1,3440,"none",0
"65468","81902","6.3","1186",1431,525,1,"Pakistan",81908,-1,-1,3440,"none",0
"65469","81903","6.4","1186",1431,525,1,"Pakistan",81909,-1,-1,3440,"none",0
"65470","81904","6.5","1186",1431,525,1,"Pakistan",81910,-1,2171,3440,"none",0
"66074","82508","15.3","1186",1431,525,1,"Pakistan",82514,2937,-1,3438,"none",0
"66075","82509","15.3","1186",1431,525,1,"Pakistan",82515,-1,-1,3438,"none",0
"66076","82510","15.4","1186",1431,525,1,"Pakistan",82516,-1,-1,3438,"none",0
"66077","82511","15.5","1186",1431,525,1,"Pakistan",82517,-1,-1,3438,"none",0
"66078","82512","15.6","1186",1431,525,1,"Pakistan",82518,-1,-1,3438,"none",0
"66080","82514","16.2","1186",1343,525,1,"Pakistan",82520,-1,-1,3438,"none",0
"66081","82515","16.3","1186",1343,525,1,"Pakistan",82521,-1,-1,3438,"none",0
"66082","82516","16.4","1186",1343,525,1,"Pakistan",82522,-1,-1,3438,"none",0
"66084","82518","16.6","1186",1343,525,1,"Pakistan",82524,-1,-1,3438,"none",0
"66086","82520","17.2","1186",1431,525,1,"Pakistan",82526,-1,-1,3438,"none",0
